"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"bpcs","bpcs","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 4.0.0)","coda, dplyr, tidyr, stringr, ggplot2, gtools, methods, Rcpp
(>= 0.12.0), RcppParallel (>= 5.0.1), rstan (>= 2.20.0),
rstantools (>= 2.1.0), tibble, tidyselect, HDInterval,
shinystan, loo, magrittr, badger, stats, rlang, knitr","BH (>= 1.66.0), Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0),
RcppParallel (>= 5.0.1), rstan (>= 2.20.0), StanHeaders (>=
2.20.0)","rmarkdown, testthat, covr, bayesplot, kableExtra",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"brew","brew","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0-6",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"4.0.3"
"brglm","brglm","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.1",NA,"R (>= 2.6.0), profileModel",NA,NA,"MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"brglm2","brglm2","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.1",NA,"R (>= 3.3.0)","MASS, stats, Matrix, graphics, nnet, enrichwith, lpSolveAPI,
numDeriv",NA,"testthat, knitr, rmarkdown, covr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"bridgesampling","bridgesampling","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0-0",NA,"R (>= 3.0.0)","mvtnorm, Matrix, Brobdingnag, stringr, coda, parallel, scales,
utils, methods",NA,"testthat, Rcpp, RcppEigen, R2jags, rjags, runjags, knitr,
rmarkdown, R.rsp, BayesFactor, rstan, rstanarm, nimble,
MCMCpack",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"brio","brio","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.1",NA,NA,NA,NA,"testthat (>= 2.1.0), covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"brms","brms","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.15.0",NA,"R (>= 3.5.0), Rcpp (>= 0.12.0), methods","rstan (>= 2.19.2), ggplot2 (>= 2.0.0), loo (>= 2.3.1), Matrix
(>= 1.1.1), mgcv (>= 1.8-13), rstantools (>= 2.1.1), bayesplot
(>= 1.5.0), shinystan (>= 2.4.0), projpred (>= 2.0.0),
bridgesampling (>= 0.3-0), glue (>= 1.3.0), future (>= 1.19.0),
matrixStats, nleqslv, nlme, coda, abind, stats, utils,
parallel, grDevices, backports",NA,"testthat (>= 0.9.1), emmeans (>= 1.4.2), cmdstanr (>= 0.1.3),
RWiener, rtdists, mice, spdep, mnormt, lme4, MCMCglmm,
splines2, ape, arm, statmod, digest, diffobj, R.rsp, knitr,
rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.4"
"Brobdingnag","Brobdingnag","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2-6",NA,"R (>= 2.13.0), methods",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.0.3"
"brolgar","brolgar","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.0",NA,"R (>= 3.5.0)","dplyr (>= 0.8.3), fabletools, ggplot2 (>= 3.2.0), glue (>=
1.3.1), magrittr (>= 1.5), purrr (>= 0.3.2), rlang (>= 0.4.0),
stats, tibble (>= 2.1.3), tidyr (>= 0.8.3), tsibble (>= 0.8.2),
vctrs",NA,"covr, gapminder, gghighlight (>= 0.1.0), knitr (>= 1.23),
lme4, modelr, readr (>= 1.3.1), rmarkdown (>= 1.14), spelling
(>= 2.1), testthat (>= 2.1.0), tsibbledata, vdiffr (>= 0.3.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"broom","broom","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.5",NA,"R (>= 3.1)","backports, dplyr (>= 1.0.0), ellipsis, generics (>= 0.0.2),
glue, methods, purrr, rlang, stringr, tibble (>= 3.0.0), tidyr
(>= 1.0.0)",NA,"AER, akima, AUC, bbmle, betareg, biglm, binGroup, boot,
btergm, car, caret, cluster, cmprsk, coda, covr, drc, e1071,
emmeans, epiR, ergm (>= 3.10.4), fixest (>= 0.5.0), gam (>=
1.15), gamlss, gamlss.data, gamlss.dist, gee, geepack, ggplot2,
glmnet, glmnetUtils, gmm, Hmisc, irlba, joineRML, Kendall,
knitr, ks, Lahman, lavaan, leaps, lfe, lm.beta, lme4, lmodel2,
lmtest (>= 0.9.38), lsmeans, maps, maptools, margins, MASS,
Matrix, mclust, mediation, metafor, mfx, mgcv, mlogit,
modeldata, modeltests, muhaz, multcomp, network, nnet, orcutt
(>= 2.2), ordinal, plm, poLCA, psych, quantreg, Rchoice, rgeos,
rmarkdown, robust, robustbase, rsample, sandwich, sp, spdep,
spatialreg, speedglm, spelling, survey, survival, systemfit,
testthat (>= 2.1.0), tseries, vars, zoo",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"broom.mixed","broom.mixed","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.6",NA,NA,"broom, dplyr, tidyr, plyr, purrr, tibble, reshape2, nlme,
methods, stringr, coda, TMB, cubelyr",NA,"knitr, testthat, ggplot2, Matrix, MCMCglmm, lme4, brms, mgcv,
gamlss, gamlss.data, lmerTest, pbkrtest, glmmADMB, glmmTMB,
dotwhisker, pander, R2jags, GLMMadaptive, rstan, rstanarm",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"broomExtra","broomExtra","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","4.2.1",NA,"R (>= 3.6.0)","broom (>= 0.7.4), broom.mixed, dplyr, magrittr, parameters (>=
0.11.0), performance (>= 0.7.0), rlang, tibble",NA,"generics, lavaan, lme4, MASS, rmarkdown, spelling, testthat",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"brr","brr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.0.0)","gsl, SuppDists, TeachingDemos, hypergeo, pander, stringr,
methods",NA,"testthat, R.rsp, magrittr",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"bslib","bslib","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.4",NA,"R (>= 2.10)","grDevices, htmltools (>= 0.5.1), jsonlite, sass (>= 0.3.0),
digest (>= 0.6.25), jquerylib (>= 0.1.3), rlang, magrittr",NA,"shiny, rmarkdown, knitr, testthat, withr, rappdirs, curl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"bumphunter","bumphunter","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.32.0",NA,"R (>= 3.5), S4Vectors (>= 0.9.25), IRanges (>= 2.3.23),
GenomeInfoDb, GenomicRanges, foreach, iterators, methods,
parallel, locfit","matrixStats, limma, doRNG, BiocGenerics, utils,
GenomicFeatures, AnnotationDbi, stats",NA,"testthat, RUnit, doParallel, org.Hs.eg.db,
TxDb.Hsapiens.UCSC.hg19.knownGene",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.3"
"butcher","butcher","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.3",NA,"R (>= 3.1)","fs, lobstr (>= 1.1.1), methods, purrr, rlang, tibble (>=
2.1.1), usethis (>= 1.5.0), utils",NA,"C50, caret, clisymbols, covr, ddalpha, dimRed, dplyr, e1071,
earth, fastICA, flexsurv, ipred, kernlab, kknn, knitr, MASS,
mda, modeldata, NMF, nnet, parsnip (>= 0.1.4), pkgload, pls,
QSARdata, randomForest, ranger, RANN, recipes, rmarkdown,
rpart, rsample, RSpectra, survival, testthat (>= 2.1.0),
TH.data, xgboost (>= 1.3.2.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.4"
"BWStest","BWStest","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.2",NA,NA,"memoise, Rcpp (>= 0.12.3)","Rcpp","testthat",NA,"LGPL-3",NA,NA,NA,NA,"yes","4.0.3"
"cachem","cachem","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.4",NA,NA,"rlang, fastmap",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"CADFtest","CADFtest","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3-3",NA,"dynlm, sandwich, tseries, urca",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"Cairo","Cairo","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.5-12.2",NA,"R (>= 2.4.0)","grDevices, graphics",NA,"png","FastRWeb","GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"cairoDevice","cairoDevice","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.28.2",NA,"R (>= 2.12.0)","grDevices",NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","4.0.3"
"calendar","calendar","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.0.1",NA,"R (>= 3.4.0)","methods, tibble, lubridate",NA,"testthat, knitr, rmarkdown",NA,"Apache License (>= 2.0)",NA,NA,NA,NA,"no","4.0.3"
"calendR","calendR","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1",NA,NA,"ggplot2, dplyr, forcats, suncalc, ggimage, gggibbous",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"callr","callr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.5.1",NA,NA,"processx (>= 3.4.4), R6, utils",NA,"cli, covr, crayon, fansi, pingr, ps, rprojroot, spelling,
testthat, tibble, withr (>= 2.3.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"canvasXpress","canvasXpress","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.29.6",NA,"R (>= 3.5)","htmlwidgets (>= 1.0), httr, stats",NA,"shiny (>= 1.1.0), canvasXpress.data (>= 1.28.0), knitr,
rmarkdown, testthat, covr, webshot, png, grid, limma, glue,
dplyr, tibble, tidyr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"canvasXpress.data","canvasXpress.data","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.30.5",NA,"R (>= 3.5)",NA,NA,"dplyr, tibble, tidyr, usethis",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"car","car","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.0-10",NA,"R (>= 3.5.0), carData (>= 3.0-0)","abind, MASS, mgcv, nnet, pbkrtest (>= 0.4-4), quantreg,
grDevices, utils, stats, graphics, maptools, rio, lme4, nlme",NA,"alr4, boot, coxme, knitr, leaps, lmtest, Matrix,
MatrixModels, rgl (>= 0.93.960), sandwich, SparseM, survival,
survey",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"carData","carData","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.0-4",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"caret","caret","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","6.0-86",NA,"R (>= 3.2.0), lattice (>= 0.20), ggplot2","foreach, methods, plyr, ModelMetrics (>= 1.2.2.2), nlme,
reshape2, stats, stats4, utils, grDevices, recipes (>= 0.1.10),
withr (>= 2.0.0), pROC,",NA,"BradleyTerry2, e1071, earth (>= 2.2-3), fastICA, gam (>=
1.15), ipred, kernlab, knitr, klaR, MASS, ellipse, mda, mgcv,
mlbench, MLmetrics, nnet, party (>= 0.9-99992), pls, proxy,
randomForest, RANN, spls, subselect, pamr, superpc, Cubist,
testthat (>= 0.9.1), rpart, dplyr, covr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"caretEnsemble","caretEnsemble","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0.1",NA,"R (>= 3.2.0)","methods, pbapply, ggplot2, digest, plyr, lattice, gridExtra,
data.table, caret",NA,"caTools, testthat, lintr, randomForest, glmnet, rpart,
kernlab, nnet, e1071, ipred, pROC, knitr, mlbench, MASS, gbm,
klaR, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"caTools","caTools","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.18.1",NA,"R (>= 3.6.0)","bitops",NA,"MASS, rpart",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"CDNmoney","CDNmoney","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2012.4-2",NA,"R (>= 2.10)",NA,NA,"tframe (>= 2006.1-1), tfplot",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"cellranger","cellranger","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.0",NA,"R (>= 3.0.0)","rematch, tibble",NA,"covr, testthat (>= 1.0.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"censReg","censReg","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.5-32",NA,"R (>= 2.4.0), maxLik (>= 0.7-3)","glmmML (>= 0.81-6), sandwich (>= 2.2-6), miscTools (>=
0.6-11), stats (>= 2.15.0), plm",NA,"AER, lmtest (>= 0.9-27)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"checkmate","checkmate","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0.0",NA,"R (>= 3.0.0)","backports (>= 1.1.0), utils",NA,"R6, fastmatch, data.table (>= 1.9.8), devtools, ggplot2,
knitr, magrittr, microbenchmark, rmarkdown, testthat (>=
0.11.0), tinytest (>= 1.1.0), tibble",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"cherryblossom","cherryblossom","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.0",NA,"R (>= 2.10)",NA,NA,"ggplot2, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"chirps","chirps","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.2",NA,"R (>= 3.5.0), methods","crul, jsonlite, sf, stats",NA,"knitr, markdown, rmarkdown, testthat (>= 2.1.0), vcr (>= 0.5)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"chron","chron","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.3-56",NA,"R (>= 2.12.0)","graphics, stats",NA,"scales, ggplot2","zoo","GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"circlize","circlize","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4.12",NA,"R (>= 3.0.0), graphics","GlobalOptions (>= 0.1.2), shape, grDevices, utils, stats,
colorspace, methods, grid",NA,"knitr, dendextend (>= 1.0.1), ComplexHeatmap (>= 2.0.0),
gridBase, png, markdown, bezier",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"class","class","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","7.3-18","recommended","R (>= 3.0.0), stats, utils","MASS",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"classInt","classInt","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.4-3",NA,"R (>= 2.2)","grDevices, stats, graphics, e1071, class, KernSmooth",NA,"spData (>= 0.2.6.2), units, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"cli","cli","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.3.1",NA,"R (>= 2.10)","assertthat, glue, methods, utils",NA,"callr, covr, grDevices, htmlwidgets, knitr, mockery, ps (>=
1.3.4.9000), rmarkdown, rstudioapi, prettycode (>= 1.1.0),
testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.4"
"clipr","clipr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.7.1",NA,NA,"utils",NA,"covr, knitr, rmarkdown, rstudioapi (>= 0.5), testthat (>=
2.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"clisymbols","clisymbols","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"clubSandwich","clubSandwich","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.5.3",NA,"R (>= 3.0.0)","stats, sandwich",NA,"Formula, knitr, carData, geepack, metafor, robumeta, nlme,
mlmRev, AER, plm (>= 1.6-4), Matrix, lme4, zoo, testthat,
rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"clue","clue","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3-58",NA,"R (>= 3.2.0)","stats, cluster, graphics, methods",NA,"e1071, lpSolve (>= 5.5.7), quadprog (>= 1.4-8), relations","RWeka, ape, cba, cclust, flexclust, flexmix, kernlab, mclust,
movMF, modeltools","GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"CluMP","CluMP","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.8.1",NA,"R (>= 3.4.0)","MASS, ggplot2 (>= 3.0.0), dplyr (>= 0.7.6), NbClust (>= 3.0),
amap (>= 0.8-16), tableone, stats, data.table, rlang",NA,"knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.3"
"cluster","cluster","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.1.1","recommended","R (>= 3.4.0)","graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"clusterSEs","clusterSEs","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.6.4",NA,"R (>= 3.3.0), AER, Formula, plm, stats","sandwich, lmtest, mlogit, utils, dfidx",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.4"
"coda","coda","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.19-4",NA,"R (>= 2.14.0)","lattice",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"codetools","codetools","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2-18","recommended","R (>= 2.1)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.0.3"
"coefplot","coefplot","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2.7",NA,"ggplot2 (>= 2.0.0)","plyr, reshape2, useful, stats, dplyr (>= 0.6.0), dygraphs,
tibble, magrittr, purrr, plotly",NA,"testthat (>= 2.0.0), covr, glmnet, maxLik, xgboost,
workflows, parsnip, knitr, rmarkdown",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"coin","coin","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.4-1",NA,"R (>= 3.6.0), survival","methods, parallel, stats, stats4, utils, libcoin (>= 1.0-5),
matrixStats (>= 0.54.0), modeltools (>= 0.2-9), mvtnorm (>=
1.0-5), multcomp","libcoin (>= 1.0-5)","xtable, e1071, vcd, TH.data (>= 1.0-7)",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"collapse","collapse","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.5.3",NA,"R (>= 2.10)","Rcpp (>= 1.0.1)","Rcpp","dplyr, plm, data.table, matrixStats, magrittr, fixest, lfe,
vars, weights, kit, RcppArmadillo, RcppEigen, ggplot2, scales,
microbenchmark, knitr, rmarkdown",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.0.4"
"colorBlindness","colorBlindness","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.6",NA,"R(>= 3.6)","ggplot2, grDevices, methods, cowplot, colorspace, graphics,
gridGraphics, gtable, grid",NA,"knitr, reshape2, stats, png",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"colorspace","colorspace","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.0-0",NA,"R (>= 3.0.0), methods","graphics, grDevices, stats",NA,"datasets, utils, KernSmooth, MASS, kernlab, mvtnorm, vcd,
tcltk, shiny, shinyjs, ggplot2, dplyr, scales, grid, png, jpeg,
knitr, rmarkdown, RColorBrewer, rcartocolor, scico, viridis,
wesanderson",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"colourpicker","colourpicker","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.0",NA,"R (>= 3.1.0)","ggplot2, htmltools, htmlwidgets (>= 0.7), jsonlite, miniUI (>=
0.1.1), shiny (>= 0.11.1), shinyjs (>= 2.0.0), utils",NA,"knitr (>= 1.7), rmarkdown, rstudioapi (>= 0.5),
shinydisconnect",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"combinat","combinat","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.0-8",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"4.0.3"
"commonmark","commonmark","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.7",NA,NA,NA,NA,"curl, testthat, xml2",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"CompQuadForm","CompQuadForm","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.4.3",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"config","config","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.3.1",NA,NA,"yaml (>= 2.1.19)",NA,"testthat, knitr, rmarkdown, covr, spelling",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"ConfusionTableR","ConfusionTableR","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.1.0",NA,NA,"grDevices, graphics, caretEnsemble, mltools, dplyr, base,
stats, magrittr, caret, mlbench, lattice, scales, ggplot2",NA,"testthat (>= 2.1.0), knitr, rmarkdown, tidyr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"conquer","conquer","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0.2",NA,"R (>= 3.5.0)","Rcpp (>= 1.0.3), Matrix, matrixStats, stats","Rcpp, RcppArmadillo (>= 0.9.850.1.0)",NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"contfrac","contfrac","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1-12",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"CORElearn","CORElearn","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.54.2",NA,NA,"cluster,rpart,stats,nnet,plotrix,rpart.plot",NA,"lattice,MASS,ExplainPrediction",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"corpcor","corpcor","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.6.9",NA,"R (>= 3.0.2)","stats",NA,"",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.3"
"correlation","correlation","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.6.0",NA,"R (>= 3.4)","bayestestR (>= 0.8.2), datasets, effectsize (>= 0.4.3),
insight (>= 0.12.0), parameters (>= 0.11.0), stats",NA,"BayesFactor, dplyr, energy, forcats, ggcorrplot, ggplot2, gt,
Hmisc, knitr, lme4, polycor, ppcor, psych, rmarkdown, rmcorr,
rstanarm, see, spelling, testthat (>= 3.0.1), tidyr, wdm, WRS2",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"correlationfunnel","correlationfunnel","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.0",NA,"R (>= 3.1)","ggplot2, rlang, recipes, magrittr, plotly, tibble, dplyr (>=
1.0.0), tidyr (>= 1.0.0), stats, utils, ggrepel, stringr,
forcats, purrr, cli, crayon, rstudioapi",NA,"scales, knitr, rmarkdown, covr, lubridate, testthat (>=
2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"corrgram","corrgram","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.13",NA,NA,"graphics, grDevices, seriation, stats",NA,"gridBase, knitr, Matrix, psych, rmarkdown, sfsmisc, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"corrplot","corrplot","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.84",NA,NA,NA,NA,"knitr, RColorBrewer, testthat",NA,"GPL",NA,NA,NA,NA,"no","4.0.3"
"countrycode","countrycode","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.2.0",NA,"R (>= 2.10)",NA,NA,"testthat, tibble, utf8",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.3"
"covr","covr","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","3.5.1",NA,"R (>= 3.1.0), methods","digest, stats, utils, jsonlite, rex, httr, crayon, withr (>=
1.0.2), yaml",NA,"R6, curl, knitr, rmarkdown, htmltools, DT (>= 0.2), testthat,
rlang, rstudioapi (>= 0.2), xml2 (>= 1.0.0), parallel, memoise,
mockery",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"cowplot","cowplot","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.1.1",NA,"R (>= 3.5.0)","ggplot2 (> 2.2.1), grid, gtable, grDevices, methods, rlang,
scales",NA,"Cairo, covr, dplyr, forcats, gridGraphics (>= 0.4-0), knitr,
lattice, magick, maps, PASWR, patchwork, rmarkdown, ragg,
testthat (>= 1.0.0), tidyr, vdiffr (>= 0.3.0), VennDiagram",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.3"
"cpp11","cpp11","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","0.2.6",NA,NA,NA,NA,"bench, brio, callr, cli, covr, decor, desc, ggplot2, glue,
knitr, lobstr, mockery, progress, rmarkdown, scales, testthat,
tibble, utils, vctrs, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"cquad","cquad","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.2",NA,"R (>= 2.0.0), MASS, plm",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.3"
"cranlogs","cranlogs","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","2.1.1",NA,NA,"httr, jsonlite",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"crayon","crayon","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.4.1",NA,NA,"grDevices, methods, utils",NA,"mockery, rstudioapi, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
"crch","crch","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.0-4",NA,"R (>= 2.10.0)","stats, Formula, ordinal, sandwich, scoringRules",NA,"glmx, lmtest, memisc",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.3"
"credentials","credentials","C:/Users/johnk/OneDrive/Documents/R/win-library/4.0","1.3.0",NA,NA,"openssl (>= 1.3), sys (>= 2.1), curl, jsonlite, askpass",NA,"testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.3"
